2023-03-02 21:26:55 INFO  seleniumlogs:13 - implementation
  2023-03-08 11:41:27 INFO  seleniumlogs:45 - send username and password
  2023-03-08 11:41:30 INFO  seleniumlogs:52 - loging
  2023-03-08 11:41:32 INFO  seleniumlogs:54 - login successful
  2023-03-08 11:41:48 INFO  seleniumlogs:44 - succesfully loaded 50 titles
  2023-03-08 12:13:21 INFO  seleniumlogs:41 - entering username and password
  2023-03-08 12:13:21 INFO  seleniumlogs:45 - send username and password
  2023-03-08 12:13:24 INFO  seleniumlogs:52 - loging
  2023-03-08 12:13:25 INFO  seleniumlogs:54 - login successful
  2023-03-08 12:13:41 INFO  seleniumlogs:44 - succesfully loaded 50 titles
  2023-03-08 16:30:22 INFO  seleniumlogs:14 - implementation
  2023-03-08 16:30:28 INFO  seleniumlogs:24 - entering username and password
  2023-03-08 16:30:28 INFO  seleniumlogs:28 - send username and password
  2023-03-08 16:48:23 INFO  seleniumlogs:14 - implementation
  2023-03-08 16:48:26 INFO  seleniumlogs:24 - entering username and password
  2023-03-08 16:48:26 INFO  seleniumlogs:28 - send username and password
  2023-03-08 16:48:29 INFO  seleniumlogs:35 - loging
  2023-03-08 16:48:30 INFO  seleniumlogs:37 - login successful
  2023-03-08 16:48:33 INFO  seleniumlogs:39 - search succesfully
  2023-03-08 16:48:47 INFO  seleniumlogs:54 - succesfully loaded 50 titles
  2023-03-08 16:48:56 INFO  seleniumlogs:57 - applied fileters successfully
  2023-03-13 15:58:25 INFO  seleniumlogs:41 - entering username and password
  2023-03-13 15:58:25 INFO  seleniumlogs:45 - send username and password
  2023-03-13 15:58:28 INFO  seleniumlogs:52 - loging
  2023-03-13 15:58:30 INFO  seleniumlogs:54 - login successful
  2023-03-13 15:58:45 INFO  seleniumlogs:44 - succesfully loaded 50 titles
  2023-03-14 15:05:07 INFO  seleniumlogs:14 - implementation
  2023-03-14 15:05:10 INFO  seleniumlogs:24 - entering username and password
  2023-03-14 15:05:10 INFO  seleniumlogs:28 - send username and password
  2023-03-14 15:05:13 INFO  seleniumlogs:35 - loging
  2023-03-14 15:05:14 INFO  seleniumlogs:37 - login successful
  2023-03-14 15:05:17 INFO  seleniumlogs:39 - search succesfully
  2023-03-14 15:05:32 INFO  seleniumlogs:54 - succesfully loaded 50 titles
  2023-03-14 15:05:43 INFO  seleniumlogs:57 - applied fileters successfully
  
